md5,prop,value,book_id,title,opening,opening_prop,isbn,author,publisher,year,ratings,pages,genre,end,format,flag_ya,flag_children,address,approach,characterList,dialogue,metaphor,nounList,pov,question,settingCategorical,settingDescribed,settingSpecific,shift,simile,subject,tense,timePeriodCategorical,timePeriodSpecific
187BC9739209BE10ADE8E851D7DCE811,first_cut,"The day was grey and bitter cold, and the dogs would not take the scent.",62291.a_storm_of_swords,"A Storm of Swords (A Song of Ice and Fire, #3)","The day was grey and bitter cold, and the dogs would not take the scent.",first_cut,9780553573428,George R.R. Martin,Bantam,2000,666114,1177,"fiction|fantasy, paranormal|history, historical fiction, biography|Fantasy|Fiction|Epic Fantasy|Science Fiction Fantasy|High Fantasy|Adult|Adventure|Dragons|Audiobook|Epic",,epub,false,false,false,description,,none,false,,third person,false,,true,,,false,other,past,,
1885DA5691A73648ED43B715D4993148,first_cut,"It was almost December, and Jonas was beginning to be frightened.",3636.the_giver,"The Giver (The Giver, #1)","It was almost December, and Jonas was beginning to be frightened.",first_cut,9780385732550,Lois Lowry|Lois Lowry (Goodreads Author),Ember,,1785054,208,"children|fiction|young-adult|fantasy, paranormal|Young Adult|Fiction|Classics|Dystopia|Science Fiction|Fantasy|School|Childrens|Middle Grade|Read For School",But perhaps it was only an echo.,epub,true,true,false,description,Jonas,none,false,December,third person,false,,false,,,false,it,past,,December
18C226557BC68BD610983B0F7B974310,subjective,There were two things in life that scared the ever-loving crap out of me. Waking up in the middle of the night and discovering a ghost with its transparent face shoved in mine was one of them.,17314430-wait-for-you,"Wait for You (Wait for You, #1)",There were two things in life that scared the ever-loving crap out of me. Waking up in the middle of the night and discovering a ghost with its transparent face shoved in mine was one of them.,subjective,2940016231921,J. Lynn|Jennifer L. Armentrout (Goodreads Author),J. Lynn,,136197,332,romance|young-adult|fiction|New Adult|Romance|Contemporary|College|Contemporary Romance|Young Adult|Abuse|Chick Lit|Fiction|Adult,"""Thank you.""",epub,true,false,false,description,,none,false,,first person,false,,false,,,false,other,past,,
18E629DD1094ADAA8C68106B89E1708E,llama_cut,I will not drink more than fourteen alcohol units a week.,227443.bridget_jones_s_diary,"Bridget Jones's Diary (Bridget Jones, #1)",I will not drink more than fourteen alcohol units a week.,llama_cut,9780140280098,"Helen Fielding|Helen Fielding (Goodreads Author), Хелен Филдинг",Penguin Books,,881406,288,fiction|romance|Fiction|Chick Lit|Romance|Humor|Contemporary|Adult|Comedy|Adult Fiction|British Literature|Novels,"'Don&apos;t say &apos;what,&apos; say &apos;pardon,&apos; darling, and do as your mother tells you.'",epub,false,false,false,action,,none,false,,first person,false,,false,,,false,I,future,week,
1929139C77050D7E81A097EEDB6506AE,first_cut,"In the calm before the storm—in this case, the blessed quiet before the bridal suite is overrun by the wedding party—my twin sister stares critically down at a freshly painted shell-pink fingernail and says, “I bet you’re relieved I’m not a bridezilla.”",42201431-the-unhoneymooners,The Unhoneymooners,"In the calm before the storm—in this case, the blessed quiet before the bridal suite is overrun by the wedding party—my twin sister stares critically down at a freshly painted shell-pink fingernail and says, “I bet you’re relieved I’m not a bridezilla.”",first_cut,,Christina Lauren,Gallery Books,,115273,400,Romance|Contemporary|Fiction|Chick Lit|Adult|Contemporary Romance|Audiobook|Adult Fiction|New Adult|Humor,"“Think I’ll sit outside and read for a bit,” I said, grabbing a book and trying to hide how jittery I felt. “Just in the garden.”",epub,false,false,false,mixed,I,dialogue with narration,true,,first person,false,hotel,true,bridal suite,,false,person,present,,before the wedding
196CECAFF81B5649515D1E1BD8CC73EC,first_cut,Billy Ray Cobb was the younger and smaller of the two rednecks.,32542.a_time_to_kill,A Time to Kill,Billy Ray Cobb was the younger and smaller of the two rednecks.,first_cut,9780385338608,John Grisham|John Grisham (Goodreads Author),Delta,,703377,515,"fiction|mystery, thriller, crime|history, historical fiction, biography|Fiction|Mystery|Thriller|Crime|Suspense|Legal Thriller|Mystery Thriller|Drama|Novels|Adult Fiction","They poured the last of the margaritas, gulped it down, and followed Jake Brigance down the stairs to face the reporters.",epub,false,false,false,description,Billy Ray Cobb,none,false,,third person,false,,false,,,false,he/she,past,,
1A121F1DBA6FDF969093DB3713874020,normal,"I remember, in no particular order: —a shiny inner wrist; —steam rising from a wet sink as a hot frying pan is laughingly tossed into it; —gouts of sperm circling a plughole, before being sluiced down the full length of a tall house; —a river rushing nonsensically upstream, its wave and wash lit by half a dozen chasing torchbeams; —another river, broad and grey, the direction of its flow disguised by a stiff wind exciting the surface; —bathwater long gone cold behind a locked door.
",10746542-the-sense-of-an-ending,The Sense of an Ending,"I remember, in no particular order: —a shiny inner wrist; —steam rising from a wet sink as a hot frying pan is laughingly tossed into it; —gouts of sperm circling a plughole, before being sluiced down the full length of a tall house; —a river rushing nonsensically upstream, its wave and wash lit by half a dozen chasing torchbeams; —another river, broad and grey, the direction of its flow disguised by a stiff wind exciting the surface; —bathwater long gone cold behind a locked door.
",normal,9780224094153,Julian Barnes,Jonathan Cape,,156819,150,"fiction|mystery, thriller, crime|Fiction|Contemporary|Literary Fiction|Literature|Novels|British Literature|Book Club|Adult Fiction|Audiobook|Mystery|European Literature","There is accumulation. There is responsibility. And beyond these, there is unrest. There is great unrest.",epub,false,false,false,description,,none,false,,first person,false,bathroom | kitchen | river,true,wet sink | plughole | tall house | river,scene,false,I,present,,
1AAB92BCE588174F45E0422E49192225,llama_cut,"Tyler gets me a job as a waiter, after that Tyler’s pushing a gun in my mouth and saying, the first step to eternal life is you have to die.",36236124-fight-club,Fight Club,"Tyler gets me a job as a waiter, after that Tyler’s pushing a gun in my mouth and saying, the first step to eternal life is you have to die.",llama_cut,9780393355949,Chuck Palahniuk,W. W. Norton Company,1996,498931,218,Fiction|Contemporary|Classics|Thriller|Novels|Mystery|Adult|Literature|American|Adult Fiction,,epub,false,false,false,action,Tyler,dialogue with narration,false,,first person,false,,false,,time,false,person,present,,
1AC25D1089E98B81EE18650E19D79ED0,normal,"""Just coffee, please.""",6752378-city-of-fallen-angels,"City of Fallen Angels (The Mortal Instruments, #4)","""Just coffee, please.""",normal,9781442403543,Cassandra Clare|Cassandra Clare (Goodreads Author),"Simon & Schuster Children's, Margaret K. McElderry Books",,480909,425,"fantasy, paranormal|young-adult|romance|fiction|Fantasy|Young Adult|Paranormal|Romance|Urban Fantasy|Vampires|Fiction|Angels|Supernatural|Magic",We are one.,epub,true,false,false,dialogue,,only dialogue,false,,unclear,false,,false,,,false,other,present,,
1ADE521ED07B5C8711298A8A1760BECD,normal,"In a castle of Westphalia, belonging to the Baron of Thunder-ten-Tronckh, lived a youth, whom nature had endowed with the most gentle manners.",19380.candide,Candide,"In a castle of Westphalia, belonging to the Baron of Thunder-ten-Tronckh, lived a youth, whom nature had endowed with the most gentle manners.",normal,9780486266893,Voltaire,Dover Publications,1959,219555,129,Classics|Fiction|Philosophy|France|Literature|Humor|French Literature|School|18th Century|Novels,,epub,false,false,false,description,,none,false,Westphalia | Baron of Thunder-ten-Tronckh,third person,false,building,true,castle,,false,person,past,,
1AF0C31ACD2866D0FEB66F9F52D45932,first_cut,Getting dressed was always the hardest part of the afternoon.,24768.pretties,"Pretties (Uglies, #2)",Getting dressed was always the hardest part of the afternoon.,first_cut,9780689865398,Scott Westerfeld|Scott Westerfeld (Goodreads Author),Simon & Schuster Simon Pulse,,230361,370,"young-adult|fiction|fantasy, paranormal|romance|Young Adult|Dystopia|Science Fiction|Fiction|Fantasy|Romance|Teen|Adventure|Post Apocalyptic|Science Fiction Fantasy",,epub,true,false,false,description,,none,false,,unclear,false,,false,,,false,other,past,,
1B0486B106F331C5CB2B4DEB573EF193,first_cut,"She did not know that the wolf was a wicked sort of animal, and she was not afraid of him.",13206760-scarlet,"Scarlet (The Lunar Chronicles, #2)","She did not know that the wolf was a wicked sort of animal, and she was not afraid of him.",first_cut,9780312642969,Marissa Meyer|Marissa Meyer (Goodreads Author),Feiwel & Friends,,338512,454,"fantasy, paranormal|young-adult|fiction|romance|Young Adult|Fantasy|Science Fiction|Romance|Dystopia|Retellings|Fiction|Fairy Tales|Audiobook|Adventure","""And then I’m going to stop hiding.""",epub,true,false,false,description,,none,false,,third person,false,,false,,,false,he/she,past,,
1B156E6601B4F01BD6EE7132E32823BC,first_cut,“Ships at a distance have every man’s wish on board.”,37415.their_eyes_were_watching_god,Their Eyes Were Watching God,“Ships at a distance have every man’s wish on board.”,first_cut,9780061120060,Zora Neale Hurston,Harper Perennial Modern Classics,,265556,237,"fiction|history, historical fiction, biography|romance|young-adult|Classics|Fiction|Historical Fiction|School|African American|Literature|Novels|Feminism|Read For School|High School",,epub,true,false,false,description,,only dialogue,true,,unclear,false,ocean,false,,,false,other,present,,
1B287FBD9EA4B11D026B144AB9D710E7,normal,We are at rest five miles behind the front.,355697.all_quiet_on_the_western_front,All Quiet on the Western Front,We are at rest five miles behind the front.,normal,9780449213940,Erich Maria Remarque,Ballantine Books,1929,355188,296,Classics|Fiction|Historical Fiction|War|Historical|Literature|School|German Literature|World War I|Novels,All quiet on the Western Front.,epub,false,false,false,description,,none,false,,first person,false,military,false,front,,false,other,present,,
1B400C1BC2BA27388C3027F4C1B1B643,normal,"Augie Odenkirk had a 1997 Datsun that still ran well in spite of high mileage, but gas was expensive, especially for a man with no job, and City Center was on the far side of town, so he decided to take the last bus of the night.",18775247-mr-mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)","Augie Odenkirk had a 1997 Datsun that still ran well in spite of high mileage, but gas was expensive, especially for a man with no job, and City Center was on the far side of town, so he decided to take the last bus of the night.",normal,9781476754451,Stephen King|Stephen King (Goodreads Author),Scribner,,241370,437,"fiction|mystery, thriller, crime|Fiction|Thriller|Horror|Mystery|Crime|Audiobook|Mystery Thriller|Suspense|Adult|Detective","“Blue is the color of forgetting,” she says. “I read that in a poem once.”",epub,false,false,false,action,Augie Odenkirk,none,false,Datsun | City Center,third person,false,city,false,town,,false,he/she,past,,1997
1B4C5A2AEAEF2E39AF8AEB72D304EBDD,subjective,Here is the house. It is green and white. It has a red door. It is very pretty.,11337.the_bluest_eye,The Bluest Eye,Here is the house. It is green and white. It has a red door. It is very pretty.,subjective,9780452287068,Toni Morrison,Plume,,188644,216,"fiction|history, historical fiction, biography|young-adult|Fiction|Classics|Historical Fiction|African American|Race|Literature|Novels|Literary Fiction|School|American|Historical|Cultural|Academic","At least on the edge of my town, among the garbage and the sunflowers of my town, it’s much, much, much too late.",epub,true,false,false,description,,none,false,,third person,false,building,true,house,,false,it,present,,
1BA53619D004E72FE649EE6D5D5AF1B3,first_cut,"I didn’t start writing short stories until 1981, the year I was thirty, but I believe the seeds for my fiction writer’s life may have been planted way back in 1961, the year I was ten.",227711.i_know_this_much_is_true,I Know This Much Is True,"I didn’t start writing short stories until 1981, the year I was thirty, but I believe the seeds for my fiction writer’s life may have been planted way back in 1961, the year I was ten.",first_cut,9780060987565,Wally Lamb,ReganBooks,1998,289519,897,Fiction|Contemporary|Novels|Literary Fiction|Adult Fiction|Mental Illness|Adult|Drama|Psychology|Literature,I know this much is true.,epub,false,false,false,description,,none,true,,first person,false,,false,,time,false,I,past,,1981 | 1961
1BD571135033808CD54253F3AD46171E,first_cut,It took seven years to get the letter right.,27883214-caraval,"Caraval (Caraval, #1)",It took seven years to get the letter right.,first_cut,9781250095251,Stephanie Garber|Stephanie Garber (Goodreads Author),Flatiron Books,,146719,432,"fantasy, paranormal|young-adult|romance|fiction|mystery, thriller, crime|Fantasy|Young Adult|Romance|Fiction|Magic|Young Adult Fantasy|Mystery|Audiobook|Adventure|High Fantasy","Scarlett felt as if her story could have ended there, in a tangle of lips and hands, and ribbons of color.",epub,true,false,false,action,,none,false,,unclear,false,,false,,,false,it,past,,seven years
1CB0766FF92311ECBF1B20B688BA36F4,normal,"It’s funny, Vasher thought, how many things begin with me getting thrown into prison.",1268479.warbreaker,Warbreaker,"It’s funny, Vasher thought, how many things begin with me getting thrown into prison.",normal,9780575097469,Brandon Sanderson,Self-published,,132105,688,Fantasy|Fiction|Epic Fantasy|High Fantasy|Adult|Audiobook|Magic|Science Fiction Fantasy|Romance|Adventure|Young Adult,"Fortunately, I had grown past that age.",epub,true,false,false,dialogue,Vasher,dialogue with narration,false,,third person,false,,false,,,false,it,present,,
1D324530EEF8425A850A56EA7146C414,normal,"Shadow Market nights were Kit’s favorite.
",25494343-lady-midnight,"Lady Midnight (The Dark Artifices, #1)","Shadow Market nights were Kit’s favorite.
",normal,9781442468351,Cassandra Clare|Cassandra Clare (Goodreads Author),Margaret K. McElderry Books,,167573,698,"romance|fantasy, paranormal|young-adult|fiction|mystery, thriller, crime|Fantasy|Young Adult|Romance|Paranormal|Urban Fantasy|Young Adult Fantasy|Fiction|Magic|Angels|Vampires","In her tomb by the sounding sea, Annabel’s eyes opened.",epub,true,false,false,description,Kit,none,false,Shadow Market,third person,false,,false,,,false,other,past,,
1D38FD554270D671B1C64CBDC8715FD2,subjective,"Lessa woke, cold. Cold with more than the chill of the everlastingly clammy stone walls.",61975.dragonflight,"Dragonflight (Dragonriders of Pern, #1)","Lessa woke, cold. Cold with more than the chill of the everlastingly clammy stone walls.",subjective,9780345484260,Anne McCaffrey,Del Rey,,126096,299,"fantasy, paranormal|fiction|young-adult|romance|Fantasy|Science Fiction|Dragons|Fiction|Science Fiction Fantasy|Young Adult|High Fantasy|Time Travel|Romance|Adventure",,epub,true,false,false,description,Lessa,none,false,,third person,false,building,true,stone walls,,false,he/she,past,,
1DB48757A798570FA952ADF0FF05561C,gemma_cut,"Throughout the long summer before my mother’s trial began, and then during those crisp days in the fall when her life was paraded publicly before the county—her character lynched, her wisdom impugned—I overheard much more than my parents realized, and I understood more than they would have liked.",5166.midwives,Midwives,"Throughout the long summer before my mother’s trial began, and then during those crisp days in the fall when her life was paraded publicly before the county—her character lynched, her wisdom impugned—I overheard much more than my parents realized, and I understood more than they would have liked.",gemma_cut,,Chris Bohjalian,Vintage,1997,150722,384,Fiction|Contemporary|Adult Fiction|Book Club|Chick Lit|Adult|Mystery|Novels|Historical Fiction|Drama,,epub,false,false,false,description,,none,true,,first person,false,,false,,,false,I,past,summer | fall,
1DD34CE628B531EB163EFCD870D6EB25,first_cut,"This is my favorite book in all the world, though I have never read it.",21787.the_princess_bride,The Princess Bride,"This is my favorite book in all the world, though I have never read it.",first_cut,9780345418265,William Goldman,Ballantine Books (Ballantine Reader's Circle),,779597,456,"fantasy, paranormal|fiction|history, historical fiction, biography|children|romance|young-adult|Fantasy|Fiction|Classics|Romance|Humor|Young Adult|Adventure|Science Fiction Fantasy|Comedy|Fairy Tales","But I also have to say, for the umpty-umpth time, that life isn’t fair. It’s just fairer than death, that’s all.",epub,true,true,false,description,,none,false,,first person,false,,false,,,false,I,present,,
1E338665E67A97DA2BBC02378AB1F67D,subjective,"Mother died today. Or, maybe, yesterday; I can’t be sure.",49552.the_stranger,The Stranger,"Mother died today. Or, maybe, yesterday; I can’t be sure.",subjective,9780881032475,Albert Camus,Vintage International,1942,706396,123,Classics|Fiction|Philosophy|France|Literature|Novels|French Literature|School|20th Century|Literary Fiction,"For all to be accomplished, for me to feel less lonely, all that remained to hope was that on the day of my execution there should be a huge crowd of spectators and that they should greet me with howls of execration.",epub,false,false,false,description,Mother,dialogue with narration,false,,first person,false,,false,,time,false,I,past,,today | yesterday
1E476998F99CBC8349ACBC325D992E67,subjective,We’d been driving for about seven thousand years. Or at least that’s how it felt.,5821978-the-summer-i-turned-pretty,"The Summer I Turned Pretty (Summer, #1)",We’d been driving for about seven thousand years. Or at least that’s how it felt.,subjective,9781416968238,Jenny Han|Jenny Han (Goodreads Author),Simon  Schuster Books for Young Readers,,152028,276,young-adult|romance|fiction|Young Adult|Romance|Contemporary|Chick Lit|Fiction|Realistic Fiction|Young Adult Contemporary|Teen|Young Adult Romance|Coming Of Age,,epub,true,false,false,description,,none,false,,first person,false,,false,,,false,other,past,,
1E49EDD8C0C77E2AFCE055E13A8526DE,llama_cut,"Call me Jonah. My parents did, or nearly did. They called me John.",135479.cat_s_cradle,Cat's Cradle,"Call me Jonah. My parents did, or nearly did. They called me John.",llama_cut,9780140285604,Kurt Vonnegut Jr.,Penguin,,350196,306,"fiction|fantasy, paranormal|Fiction|Classics|Science Fiction|Humor|Literature|Novels|Dystopia|American|Fantasy|20th Century","If I were a younger man, I would write a history of human stupidity; and I would climb to the top of Mount McCabe and lie down on my back with my history for a pillow; and I would take from the ground some of the blue-white poison that makes statues of men; and I would make a statue of myself, lying on my back, grinning horribly, and thumbing my nose at You Know Who.",epub,false,false,false,dialogue,Jonah | John,dialogue with narration,false,,first person,false,,false,,,false,I,past,,
1E902110DEAE15AE3F834C2125C00D14,normal,"My dear Wormwood, I note what you say about guiding our patient's reading and taking care that he sees a good deal of his materialist friend.",8130077-the-screwtape-letters,The Screwtape Letters,"My dear Wormwood, I note what you say about guiding our patient's reading and taking care that he sees a good deal of his materialist friend.",normal,,C.S. Lewis,,1942,331949,228,Fiction|Classics|Christian|Religion|Christianity|Fantasy|Theology|Christian Fiction|Faith|Philosophy,Your increasingly and ravenously affectionately uncle  SCREWTAPE,epub,false,false,false,description,Wormwood,dialogue with narration,false,,first person,false,,false,,,false,I,present,,
1E98465BB922DD9E41D43C9F1C09CFBB,first_cut,"One afternoon, when Bruno came home from school, he was surprised to find Maria, the family’s maid—who always kept her head bowed and never looked up from the carpet—standing in his bedroom, pulling all his belongings out of the wardrobe and packing them in four large wooden crates, even the things he’d hidden at the back that belonged to him and were nobody else’s business.",39999.the_boy_in_the_striped_pajamas,The Boy in the Striped Pajamas,"One afternoon, when Bruno came home from school, he was surprised to find Maria, the family’s maid—who always kept her head bowed and never looked up from the carpet—standing in his bedroom, pulling all his belongings out of the wardrobe and packing them in four large wooden crates, even the things he’d hidden at the back that belonged to him and were nobody else’s business.",first_cut,9780385751063,John Boyne,,,517922,240,"fiction|history, historical fiction, biography|young-adult|children|Historical Fiction|Fiction|Young Adult|Historical|Holocaust|War|Classics|World War II|School|Childrens",And that's the end of the story about Bruno and his family. Of course all this happened a long time ago and nothing like that could ever happen again.,epub,true,true,false,description,Bruno | Maria,none,false,,third person,false,domestic,true,bedroom,,false,he/she,past,day,afternoon
1F00BDC807B02AF40A283F6DF61FAB6F,first_cut,"She was floating, arms outspread, water lapping her body, breathing in a summery fragrance of salt and coconut.",6469165-what-alice-forgot,What Alice Forgot,"She was floating, arms outspread, water lapping her body, breathing in a summery fragrance of salt and coconut.",first_cut,9780141043760,Liane Moriarty|Liane Moriarty (Goodreads Author),PanMacmillan Australia,,356877,476,"fiction|romance|mystery, thriller, crime|Fiction|Chick Lit|Contemporary|Romance|Adult|Audiobook|Adult Fiction|Book Club|Mystery|Australia","They would think she was savoring the taste (blueberries, cinnamon, cream—excellent), but she was actually savoring the whole morning, trying to catch it, pin it down, keep it safe before all those precious moments became yet another memory.",epub,false,false,false,description,,none,false,,third person,false,nature,true,water,,false,he/she,past,summer,
1FB9A1410E72ECE175E3DA4918E32C29,first_cut,We have been lost to each other for so long.,4989.the_red_tent,The Red Tent,We have been lost to each other for so long.,first_cut,9780312353766,Anita Diamant|Anita Diamant (Goodreads Author),St. Martin's Press,,520252,336,"fiction|history, historical fiction, biography|fantasy, paranormal|Historical Fiction|Fiction|Historical|Religion|Book Club|Feminism|Adult|Adult Fiction|Womens|Novels",,epub,false,false,false,description,,none,false,,first person,false,,false,,,false,other,present,,
2036A1CE5707E3CE77317FBFBE7C6FEB,normal,"My desert-island, all-time, top five most memorable split-ups, in chronological order:  1) Alison Ashworth 2) Penny Hardwick 3) Jackie Allen 4) Charlie Nicholson 5) Sarah Kendrew.",285092.high_fidelity,High Fidelity,"My desert-island, all-time, top five most memorable split-ups, in chronological order:  1) Alison Ashworth 2) Penny Hardwick 3) Jackie Allen 4) Charlie Nicholson 5) Sarah Kendrew.",normal,9781573225519,Nick Hornby,Riverhead Books,,173566,340,fiction|romance|Fiction|Music|Contemporary|Humor|Romance|Novels|British Literature|Literature|Comedy|Adult Fiction,"Tonight, for the first time ever, I can sort of see how it's done.",epub,false,false,false,description,Alison Ashworth | Penny Hardwick | Jackie Allen | Charlie Nicholson | Sarah Kendrew,none,false,,first person,false,,false,,,false,I,present,,
207B9364955FBB593B91248FF7871100,normal,In eighteenth-century France there lived a man who was one of the most gifted and abominable personages in an era that knew no lack of gifted and abominable personages.,343.perfume,Perfume: The Story of a Murderer,In eighteenth-century France there lived a man who was one of the most gifted and abominable personages in an era that knew no lack of gifted and abominable personages.,normal,9780140120837,"Patrick Suskind|Patrick Süskind, John E. Woods (Translator)",Penguin Books,,328171,263,"fiction|history, historical fiction, biography|mystery, thriller, crime|fantasy, paranormal|Fiction|Classics|Historical Fiction|Horror|Mystery|Thriller|Crime|Historical|German Literature|Novels",For the first time they had done something out of love.,epub,false,false,false,description,,none,false,France,third person,false,country,false,France,,false,person,past,century,eighteenth-century
20B43E65B41D1555CE850B5F57935E8A,first_cut,"I could feel everyone looking at me, but I was used to it.",544891.beastly,"Beastly (Beastly, #1; Kendra Chronicles, #1)","I could feel everyone looking at me, but I was used to it.",first_cut,9780060874162,Alex Flinn|Alex Flinn (Goodreads Author),HarperTeen,,170042,304,"young-adult|fantasy, paranormal|romance|fiction|Young Adult|Fantasy|Romance|Fairy Tales|Retellings|Fiction|Paranormal|Magic|Teen|Beauty and The Beast",“May I have this dance?”,epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
20C55451F1653975C6EAF8E865D0EF57,subjective,"“That is my decision. We need not discuss it,” said the man at the desk. He was already looking at a book. His two children left the room, closing the door behind them.",13831.alanna,"Alanna: The First Adventure (Song of the Lioness, #1)","“That is my decision. We need not discuss it,” said the man at the desk. He was already looking at a book. His two children left the room, closing the door behind them.",subjective,9780689878558,Tamora Pierce|Tamora Pierce (Goodreads Author),Simon Pulse,,124421,274,"fantasy, paranormal|young-adult|fiction|children|romance|history, historical fiction, biography|Fantasy|Young Adult|Fiction|Magic|Adventure|Young Adult Fantasy|High Fantasy|Middle Grade|Childrens|Teen",,epub,true,true,false,dialogue,,dialogue with narration,false,,third person,false,,false,,scene,false,he/she,past,,
20E9599A82967EBD2A8B3649AFA071B1,llama_cut,"The first time Caesar approached Cora about running north, she said no.",30555488-the-underground-railroad,The Underground Railroad,"The first time Caesar approached Cora about running north, she said no.",llama_cut,9780385542364,Colson Whitehead|Colson Whitehead (Goodreads Author),Doubleday Books,,290126,306,"fiction|history, historical fiction, biography|fantasy, paranormal|Historical Fiction|Fiction|Historical|Audiobook|Race|Literary Fiction|African American|Adult|Adult Fiction|Novels",Cora clambered to the driver’s box.,epub,false,false,false,action,Caesar | Cora,none,false,,third person,false,,false,,,false,he/she,past,,
20FD6CAEBE6B8D4AB634A4D330AD6B5E,normal,"Even before he got electrocuted, Jason was having a rotten day.",7736182-the-lost-hero,"The Lost Hero (The Heroes of Olympus, #1)","Even before he got electrocuted, Jason was having a rotten day.",normal,9781423113393,Rick Riordan|Rick Riordan (Goodreads Author),Disney-Hyperion Books,,624124,557,"fantasy, paranormal|young-adult|fiction|children|mystery, thriller, crime|romance|Fantasy|Young Adult|Mythology|Fiction|Middle Grade|Adventure|Childrens|Greek Mythology|Urban Fantasy|Young Adult Fantasy","“Percy Jackson is at the other camp, and he probably doesn’t even remember who he is.”",epub,true,true,false,description,Jason,none,false,,third person,false,,false,,,false,he/she,past,,
21726B21E34D0EDC21962614265597F3,first_cut,I was born with water on the brain.,693208.the_absolutely_true_diary_of_a_part_time_indian,The Absolutely True Diary of a Part-Time Indian,I was born with water on the brain.,first_cut,9780316013680,Sherman Alexie,"Little, Brown Books for Young Readers",,224351,230,Young Adult|Fiction|Contemporary|Realistic Fiction|Humor|Coming Of Age|Teen|School|Audiobook|Cultural,,epub,true,false,false,description,,none,true,,first person,false,,false,,,false,I,past,,
2206DC43E1E4A4C120F43FB533971638,llama_cut,I couldn’t breathe.,8709527-bloodlines,"Bloodlines (Bloodlines, #1)",I couldn’t breathe.,llama_cut,9781595143174,Richelle Mead|Richelle Mead (Goodreads Author),Penguin Group,,167342,421,"young-adult|fantasy, paranormal|romance|fiction|mystery, thriller, crime|Young Adult|Vampires|Fantasy|Paranormal|Romance|Urban Fantasy|Magic|Supernatural|Paranormal Romance|Fiction",Dimitri Belikov had arrived.,epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
22240F2D51517BAD86FBFE393FC3F656,first_cut,The first place that I can well remember was a large pleasant meadow with a pond of clear water in it.,3685.black_beauty,Black Beauty,The first place that I can well remember was a large pleasant meadow with a pond of clear water in it.,first_cut,9780439228909,Anna Sewell,Scholastic Paperbacks,,239006,245,"fiction|children|young-adult|history, historical fiction, biography|fantasy, paranormal|Classics|Fiction|Childrens|Animals|Young Adult|Horses|Historical Fiction|Middle Grade|Adventure|Literature",and here my story ends.,epub,true,true,false,description,,none,false,,first person,false,natural environment,true,meadow | pond,,false,I,past,,
223C606E1E03E12DDAB4C1BC5A6B51A9,first_cut,"The champagne bottle knocks against the marble kitchen counter, making me jump.",29437949-behind-closed-doors,Behind Closed Doors,"The champagne bottle knocks against the marble kitchen counter, making me jump.",first_cut,9781250121004,B.A. Paris|B.A. Paris (Goodreads Author),St. Martin's Press,,303098,320,"mystery, thriller, crime|fiction|Thriller|Fiction|Mystery|Suspense|Mystery Thriller|Psychological Thriller|Audiobook|Crime|Adult|Adult Fiction",‘Millie’s room was red.’,epub,false,false,false,action,,none,false,,first person,false,kitchen,true,kitchen counter,,false,it,present,,
2259C6B436C23261AAD73D4F05355299,subjective,A shot rang out. A broad gate banged open. A pounding of horses’ hooves echoed around the track like a massive clap of thunder.,9369720-passion,"Passion (Fallen, #3)",A shot rang out. A broad gate banged open. A pounding of horses’ hooves echoed around the track like a massive clap of thunder.,subjective,9780385739160,Lauren Kate|Lauren Kate (Goodreads Author),Delacorte Press,,146675,420,"young-adult|fantasy, paranormal|romance|fiction|Young Adult|Fantasy|Angels|Romance|Paranormal|Paranormal Romance|Supernatural|Fiction|Urban Fantasy|Teen",Always.,epub,true,false,false,action,,none,false,,third person,false,,false,track,scene,true,it,past,,
225C5C44AEE93A4FBBEA88BDFDDDE70B,normal,"Late in the winter of my seventeenth year, my mother decided I was depressed, presumably because I rarely left the house, spent quite a lot of time in bed, read the same book over and over, ate infrequently, and devoted quite a bit of my abundant free time to thinking about death.",11870085-the-fault-in-our-stars,The Fault in Our Stars,"Late in the winter of my seventeenth year, my mother decided I was depressed, presumably because I rarely left the house, spent quite a lot of time in bed, read the same book over and over, ate infrequently, and devoted quite a bit of my abundant free time to thinking about death.",normal,9780525478812,John Green|John Green (Goodreads Author),Dutton Books,,3819326,313,young-adult|fiction|romance|Young Adult|Romance|Fiction|Contemporary|Realistic Fiction|Teen|Coming Of Age|Drama|Novels|Love,,epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
226C3CBF7A1E8CAD60060A3F058ADE09,first_cut,"Walking to school over the snow-muffled cobbles, Karou had no sinister premonitions about the day.",8490112-daughter-of-smoke-bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)","Walking to school over the snow-muffled cobbles, Karou had no sinister premonitions about the day.",first_cut,9780316134026,Laini Taylor|Laini Taylor (Goodreads Author),"Little, Brown Books for Young Readers",,310751,422,"fantasy, paranormal|young-adult|romance|fiction|mystery, thriller, crime|Fantasy|Young Adult|Romance|Paranormal|Angels|Urban Fantasy|Fiction|Magic|Young Adult Fantasy|Supernatural",That this was not the end.,epub,true,false,false,description,Karou,none,false,,third person,false,urban,true,school,,false,he/she,past,,
