md5,prop,value,book_id,title,opening,opening_prop,isbn,author,publisher,year,ratings,pages,genre,end,format,flag_ya,flag_children,address,approach,characterList,dialogue,metaphor,nounList,pov,question,settingCategorical,settingDescribed,settingSpecific,shift,simile,subject,tense,timePeriodCategorical,timePeriodSpecific
B44BD906B9D1637D7DD262A339D1115B,first_cut,Teresa looked at her best friend and wondered what it would be like to forget him.,13089710-the-kill-order,"The Kill Order (Maze Runner, #0.5)",Teresa looked at her best friend and wondered what it would be like to forget him.,first_cut,9780385742887,James Dashner|James Dashner (Goodreads Author),Delacorte Books for Young Readers,,174922,327,"young-adult|fiction|fantasy, paranormal|mystery, thriller, crime|Young Adult|Dystopia|Science Fiction|Fiction|Fantasy|Post Apocalyptic|Adventure|Teen|Audiobook|Action|Apocalyptic",,epub,true,false,false,description,Teresa,none,false,,third person,false,,false,,,false,he/she,past,,
B44CDCE2D2B714A5C0DDAAEDAF1D6EDD,first_cut,"No matter who you are, no matter where you live, and no matter how many people are chasing you, what you don’t read is often as important as what you do read.",150037.the_vile_village,"The Vile Village (A Series of Unfortunate Events, #7)","No matter who you are, no matter where you live, and no matter how many people are chasing you, what you don’t read is often as important as what you do read.",first_cut,9780060566227,"Lemony Snicket|Lemony Snicket (Goodreads Author), Brett Helquist (Illustrator)|Lemony Snicket,Brett Helquist",HarperCollins Publishers,,123527,272,"fiction|young-adult|children|fantasy, paranormal|mystery, thriller, crime|Fiction|Young Adult|Childrens|Fantasy|Middle Grade|Mystery|Adventure|Humor|Audiobook|Juvenile","But the children, of course, could care for one another, as they had been caring for one another since that terrible day at the beach.",epub,true,true,true,description,,none,false,,second person,false,,false,,,true,you,present,,
B456536F0DF7ADBE84B5FC85B0D61281,normal,I woke three times in the dark predawn.,5364.dragonfly_in_amber,"Dragonfly in Amber (Outlander, #2)",I woke three times in the dark predawn.,normal,9780385335973,Diana Gabaldon|Diana Gabaldon (Goodreads Author),Bantam,,287189,963,"fiction|history, historical fiction, biography|romance|fantasy, paranormal|Historical Fiction|Romance|Fantasy|Fiction|Time Travel|Historical|Historical Romance|Audiobook|Scotland|Adult","""But he didn’t.""",epub,false,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
B466933E03665A88DBA893865185DC97,first_cut,"Georgie pulled into the driveway, swerving to miss a bike.",18081809-landline,Landline,"Georgie pulled into the driveway, swerving to miss a bike.",first_cut,9781250049377,Rainbow Rowell|Rainbow Rowell (Goodreads Author),St. Martin's Press,,152327,310,"fiction|romance|fantasy, paranormal|young-adult|Fiction|Romance|Contemporary|Adult|Chick Lit|Adult Fiction|Audiobook|Magical Realism|Fantasy|Young Adult","“Enough, Georgie. You’re here now. Be here now.”",epub,true,false,false,action,Georgie,none,false,,third person,false,outside,false,driveway,,false,he/she,past,,
B498BB308C941A65EF41E507D931AC4C,first_cut,"By the age of thirteen, our subject, Artemis Fowl, was displaying signs of an intellect greater than any human since Wolfgang Amadeus Mozart.",114955.the_arctic_incident,"The Arctic Incident (Artemis Fowl, #2)","By the age of thirteen, our subject, Artemis Fowl, was displaying signs of an intellect greater than any human since Wolfgang Amadeus Mozart.",first_cut,9780786851478,"Eoin Colfer|Eoin Colfer, Sian Melangell Dafydd (Translator)|Eoin Colfer,Sian Melangell Dafydd",Hyperion Books,,148646,398,"fantasy, paranormal|young-adult|fiction|children|mystery, thriller, crime|Fantasy|Young Adult|Fiction|Science Fiction|Childrens|Middle Grade|Adventure|Magic|Urban Fantasy|Audiobook","“Is there, in fact, magic in the world?”",epub,true,true,false,description,Artemis Fowl | Wolfgang Amadeus Mozart,none,false,,third person,false,,false,,,false,other,past,,
B4AAA84EBD4F2650D124C9494B003494,first_cut,The first thing you should know about me is I am my father’s son.,15839976-red-rising,"Red Rising (Red Rising, #1)",The first thing you should know about me is I am my father’s son.,first_cut,9780345539786,Pierce Brown|Pierce Brown (Goodreads Author),Del Rey (Random House),,272402,382,"fiction|young-adult|fantasy, paranormal|romance|Science Fiction|Fantasy|Young Adult|Dystopia|Fiction|Audiobook|Science Fiction Fantasy|Adult|Adventure|Space","“Rise, my son. Rise.”",epub,true,false,false,description,,none,true,,first person,false,,false,,,false,I,present,,
B4EDE797EDDB539DBD07789E7E9470AA,llama_cut,I felt her fear before I heard her screams.,345627.vampire_academy,"Vampire Academy (Vampire Academy, #1)",I felt her fear before I heard her screams.,llama_cut,9781595141743,Richelle Mead|Richelle Mead (Goodreads Author),Books Events - Special Repackaged Edition,1910,548959,332,"fantasy, paranormal|young-adult|fiction|romance|Young Adult|Fantasy|Vampires|Paranormal|Romance|Urban Fantasy|Fiction|Supernatural|Paranormal Romance|Magic","From far away, I heard the sound of cawing, almost like laughter.",epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
B5207F0ABB49ED4823B03EE3B4D14C37,first_cut,"Samantha Quinn felt the stinging of a thousand hornets inside her legs as she ran down the long, forlorn driveway toward the farmhouse.",33230889-the-good-daughter,The Good Daughter,"Samantha Quinn felt the stinging of a thousand hornets inside her legs as she ran down the long, forlorn driveway toward the farmhouse.",first_cut,9780062430267,Karin Slaughter|Karin Slaughter (Goodreads Author),William Morrow,,117531,656,"mystery, thriller, crime|fiction|Mystery|Thriller|Fiction|Mystery Thriller|Crime|Audiobook|Suspense|Adult|Contemporary|Adult Fiction","Sam knew that this was exactly how Gamma would’ve wanted to be remembered: head straight, shoulders back, teeth ground, forever stalking joy.",epub,false,false,false,description,Samantha Quinn,none,true,,third person,false,farm,true,driveway | farmhouse,,false,he/she,past,,
B5AB735682363C67F31C610292686945,first_cut,I scowl with frustration at myself in the mirror.,10818853-fifty-shades-of-grey,"Fifty Shades of Grey (Fifty Shades, #1)",I scowl with frustration at myself in the mirror.,first_cut,9781612130293,E.L. James|E.L. James (Goodreads Author),Vintage,,2070036,356,romance|fiction|young-adult|Romance|Fiction|Erotica|Adult|BDSM|Contemporary|Chick Lit|Contemporary Romance|Erotic Romance|Adult Fiction|Womens Fiction,"I curl up, desperately clutching the flat foil balloon and Taylor’s handkerchief, and surrender myself to my grief.",epub,true,false,false,action,,none,false,,first person,false,,false,mirror,,false,I,present,,
B61A0FC36E9337271A11FBC8DD289902,llama_cut,"Holly held the blue cotton sweater to her face and the familiar smell immediately struck her, an overwhelming grief knotting her stomach and pulling at her heart.",366522.p_s_i_love_you,P.S. I Love You,"Holly held the blue cotton sweater to her face and the familiar smell immediately struck her, an overwhelming grief knotting her stomach and pulling at her heart.",llama_cut,9780786890750,Cecelia Ahern,Hachette Books,,337392,501,romance|fiction|young-adult|Romance|Chick Lit|Fiction|Contemporary|Adult|Contemporary Romance|Love|Adult Fiction|Drama|Ireland,"In the meantime, she would just live.",epub,true,false,false,description,Holly,none,false,,third person,false,,false,,,false,he/she,past,,
B632D965BD2940C92DD5BA30D9992848,llama_cut,It was a dull autumn day and Jill Pole was crying behind the gym.,65641.the_silver_chair,"The Silver Chair (Chronicles of Narnia, #4)",It was a dull autumn day and Jill Pole was crying behind the gym.,llama_cut,9780064405041,"C.S. Lewis|C.S. Lewis, Pauline Baynes (Illustrator)",HarperCollins,,238391,243,"fantasy, paranormal|fiction|young-adult|children|Fantasy|Fiction|Classics|Young Adult|Childrens|Christian|Adventure|Middle Grade|Christian Fiction|Science Fiction Fantasy","If ever you have the luck to go to Narnia yourself, do not forget to have a look at those caves.",epub,true,true,false,description,Jill Pole,none,false,,third person,false,school,true,gym,,false,it,past,autumn,
B650FE69A70657DAAB7952042C386E51,normal,The small boys came early to the hanging.,5043.the_pillars_of_the_earth,"The Pillars of the Earth (Kingsbridge, #1)",The small boys came early to the hanging.,normal,9780451207142,Ken Follett|Ken Follett (Goodreads Author),NAL Trade,,648793,976,"fiction|history, historical fiction, biography|fantasy, paranormal|romance|mystery, thriller, crime|Historical Fiction|Fiction|Historical|Fantasy|Classics|Medieval|Audiobook|British Literature|Novels|Adult","After today, he thought, the world will never be quite the same.",epub,false,false,false,description,,none,false,,third person,false,,false,,,false,other,past,,
B65DBB69BA7265890CE9CC2460578DCD,first_cut,"He began his new life standing up, surrounded by cold darkness and stale, dusty air.",6186357-the-maze-runner,"The Maze Runner (Maze Runner, #1)","He began his new life standing up, surrounded by cold darkness and stale, dusty air.",first_cut,9780385737944,James Dashner|James Dashner (Goodreads Author),Delacorte Press,,1056076,384,"young-adult|fiction|fantasy, paranormal|mystery, thriller, crime|romance|Young Adult|Dystopia|Science Fiction|Fiction|Fantasy|Adventure|Post Apocalyptic|Mystery|Teen|Audiobook",,epub,true,true,false,description,,none,false,,third person,false,indoors,true,,,false,he/she,past,,
B700A1D2775CB04122C66C92190EB204,first_cut,"It was an unmarked car, just some nondescript American sedan a few years old, but the blackwall tires and the three men inside gave it away for what it was.",36124936-the-outsider,The Outsider,"It was an unmarked car, just some nondescript American sedan a few years old, but the blackwall tires and the three men inside gave it away for what it was.",first_cut,9781501180989,Stephen King,Scribner,,189553,561,Horror|Fiction|Mystery|Thriller|Crime|Audiobook|Mystery Thriller|Fantasy|Suspense|Supernatural,That was good.,epub,false,false,false,description,,none,false,,third person,false,,false,,,false,it,past,,
B7240A12A7696FF892B40AAD9A6A3D43,first_cut,It was all because of the Berlin Wall.,17802724-the-husband-s-secret,The Husband's Secret,It was all because of the Berlin Wall.,first_cut,9780399159343,Liane Moriarty|Liane Moriarty (Goodreads Author),Berkley,,532210,396,"mystery, thriller, crime|fiction|Fiction|Mystery|Chick Lit|Contemporary|Audiobook|Adult|Adult Fiction|Book Club|Thriller|Australia",Some secrets are meant to stay secret forever. Just ask Pandora.,epub,false,false,false,description,,none,false,Berlin Wall,third person,false,,false,,,false,it,past,,
B736AC95EA108FB340E0B45A7307355A,first_cut,"On the White House roof, tucked into a corner of the Promenade, there’s a bit of loose paneling right on the edge of the Solarium.",41150487-red-white-royal-blue,"Red, White & Royal Blue","On the White House roof, tucked into a corner of the Promenade, there’s a bit of loose paneling right on the edge of the Solarium.",first_cut,,Casey McQuiston,St. Martin's Griffin,,168172,421,Romance|Contemporary|LGBT|Fiction|New Adult|Young Adult|Queer|Adult|M M Romance|Audiobook,"Under winter clouds, victorious, he unlocks the door.",epub,true,false,false,description,,none,false,White House | Promenade | Solarium,third person,false,building,true,White House roof | Promenade | Solarium,,false,it,present,,
B73C531F089C1881A0E4405780BD3971,first_cut,"It was nearing midnight and the Prime Minister was sitting alone in his office, reading a long memo that was slipping through his brain without leaving the slightest trace of meaning behind.",1.harry_potter_and_the_half_blood_prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)","It was nearing midnight and the Prime Minister was sitting alone in his office, reading a long memo that was slipping through his brain without leaving the slightest trace of meaning behind.",first_cut,9780439785969,J.K. Rowling,Scholastic Inc.,,2437658,652,"fantasy, paranormal|young-adult|fiction|children|mystery, thriller, crime|romance|Fantasy|Young Adult|Fiction|Magic|Childrens|Adventure|Audiobook|Middle Grade|Classics|Science Fiction Fantasy",,epub,true,true,false,description,,none,true,Prime Minister,third person,false,office,true,his office,,false,it,past,,midnight
B7A453AC9B5A1534A219923500707754,first_cut,“We should head to a bar and celebrate.”,20448515-bared-to-you,Bared to You,“We should head to a bar and celebrate.”,first_cut,9780425276761,Sylvia Day,Berkley,1912,453822,334,Romance|Erotica|Contemporary|Adult|Contemporary Romance|Erotic Romance|Fiction|BDSM|New Adult|Chick Lit,At least for a little while…,epub,false,false,false,dialogue,,only dialogue,false,,first person,false,social setting,false,bar,,false,I,present,,
B7CD3532118244BDF81133CC3BD66592,first_cut,Out of the gravel there are peonies growing.,72579.alias_grace,Alias Grace,Out of the gravel there are peonies growing.,first_cut,9780385475716,Margaret Atwood|Margaret Atwood (Goodreads Author),Doubleday Nan A. Talese,,110815,468,"fiction|history, historical fiction, biography|mystery, thriller, crime|Historical Fiction|Fiction|Mystery|Historical|Canada|Classics|Literary Fiction|Crime|Literature|Novels",,epub,false,false,false,description,,none,false,,unclear,false,nature,true,gravel,,false,other,present,,
B84417E0976AE5691DC6739E77EFBAED,llama_cut,I could hear a roll of muffled drums.,37470.the_other_boleyn_girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",I could hear a roll of muffled drums.,llama_cut,9780743227445,Philippa Gregory|Philippa Gregory (Goodreads Author),,,455559,661,"fiction|history, historical fiction, biography|romance|young-adult|Historical Fiction|Fiction|Historical|Romance|Adult|British Literature|Historical Romance|Tudor Period|Chick Lit|Adult Fiction",,epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
B8785D97F9F8F0CFAE8235F56023BE9B,llama_cut,"Serene was a word you could put to Brooklyn, New York.",14891.a_tree_grows_in_brooklyn,A Tree Grows in Brooklyn,"Serene was a word you could put to Brooklyn, New York.",llama_cut,9780061120077,Betty  Smith|Betty Smith,HarperCollins Publishers,,402702,496,"fiction|history, historical fiction, biography|young-adult|children|Classics|Fiction|Historical Fiction|Young Adult|Coming Of Age|Historical|Literature|New York|Novels|Book Club",She closed the window.,epub,true,true,false,description,,none,false,Brooklyn | New York,second person,false,city,false,"Brooklyn, New York",,false,other,past,,
B88A8E059389711E7AAD5E901F485535,first_cut,"“Caucasian vampires should never wear white,” the television announcer intoned.",5161066-dead-and-gone,"Dead and Gone (Sookie Stackhouse, #9)","“Caucasian vampires should never wear white,” the television announcer intoned.",first_cut,9780441017157,Charlaine Harris|Charlaine Harris (Goodreads Author),,,173922,312,"fantasy, paranormal|fiction|romance|mystery, thriller, crime|young-adult|Fantasy|Vampires|Paranormal|Urban Fantasy|Fiction|Romance|Mystery|Paranormal Romance|Supernatural|Werewolves",“Good-bye.”,epub,true,false,false,dialogue,,dialogue with narration,false,,unclear,false,,false,,,false,other,past,,
B90E3191A8C05F9F51CFD5B872C3DC02,normal,"Not so long ago, a monster came to the small town of Castle Rock, Maine.",10603.cujo,Cujo,"Not so long ago, a monster came to the small town of Castle Rock, Maine.",normal,9780451161352,Stephen King,Warner Books,,239600,432,Horror|Fiction|Thriller|Suspense|Animals|Adult|Novels|Audiobook|Fantasy|Animals|Dogs,"He would have died for them, if that had been required.",epub,false,false,false,description,,none,false,Castle Rock | Maine,third person,false,town,true,Castle Rock,,false,it,past,,Not so long ago
B917BE7112C56F8E7D4DD08DA45EDB39,subjective,They called the world beyond the walls of the Pod “the Death Shop.” A million ways to die out there. Aria never thought she’d get so close.,11594257-under-the-never-sky,"Under the Never Sky (Under the Never Sky, #1)",They called the world beyond the walls of the Pod “the Death Shop.” A million ways to die out there. Aria never thought she’d get so close.,subjective,9781907411052,Veronica Rossi|Veronica Rossi (Goodreads Author),Atom,,113413,374,"young-adult|romance|fantasy, paranormal|fiction|Young Adult|Dystopia|Romance|Fantasy|Science Fiction|Fiction|Post Apocalyptic|Adventure|Paranormal|Teen|Apocalyptic","telling her, in tones as warm as fire, exactly the words she wanted to hear.",epub,true,false,false,description,Aria,none,true,Pod | Death Shop,third person,false,,false,,perspective,false,they,past,,
B9683F60F37EBB37D2E504772853B3B2,normal,"In a valley shaded with rhododendrons, close to the snow line, where a stream milky with meltwater splashed and where doves and linnets flew among the immense pines, lay a cave, half-hidden by the crag above and the stiff heavy leaves that clustered below.",18122.the_amber_spyglass,"The Amber Spyglass (His Dark Materials, #3)","In a valley shaded with rhododendrons, close to the snow line, where a stream milky with meltwater splashed and where doves and linnets flew among the immense pines, lay a cave, half-hidden by the crag above and the stiff heavy leaves that clustered below.",normal,9780440238157,Philip Pullman,Laurel Leaf,,298240,467,"fantasy, paranormal|young-adult|fiction|children|romance|Fantasy|Young Adult|Fiction|Science Fiction|Childrens|Adventure|Science Fiction Fantasy|Steampunk|Audiobook|Magic","The Republic of Heaven, said Lyra.",epub,true,true,false,description,,none,false,,third person,false,natural environment,true,valley | snow line | stream | cave | crag,,false,it,past,,
B9889A718D7367974A9DDED6939B4467,first_cut,Old Henry Lee stood transfixed by all the commotion at the Panama Hotel.,3367956-hotel-on-the-corner-of-bitter-and-sweet,Hotel on the Corner of Bitter and Sweet,Old Henry Lee stood transfixed by all the commotion at the Panama Hotel.,first_cut,9780345505330,Jamie Ford|Jamie Ford (Goodreads Author),Ballantine Books,,262877,290,"fiction|history, historical fiction, biography|romance|young-adult|Historical Fiction|Fiction|Historical|Romance|World War II|Book Club|Adult Fiction|War|Adult|Audiobook","“Oai deki te …” She paused. “Ureshii desu,” Henry said, softly.",epub,true,false,false,description,Henry Lee,none,false,Panama Hotel,third person,false,hotel,false,Panama Hotel,,false,person,past,,
B9A9EE1BAD9DFE065BACFF7D09BC5C1F,subjective,OK. Don’t panic. Don’t panic. It’s only a VISA bill.,9416.confessions_of_a_shopaholic,"Confessions of a Shopaholic (Shopaholic, #1)",OK. Don’t panic. Don’t panic. It’s only a VISA bill.,subjective,9780440241416,Sophie Kinsella|Sophie Kinsella (Goodreads Author),Dell Publishing Company,,647366,368,fiction|romance|young-adult|Chick Lit|Fiction|Romance|Contemporary|Humor|Adult|Adult Fiction|Contemporary Romance|Comedy|Young Adult,,epub,true,false,false,dialogue,,only dialogue,false,VISA,unclear,false,,false,,,false,it,present,,
BA28107DF2684F60C89D1C2D7991D449,first_cut,My nightmare started like this.,28186.the_sea_of_monsters,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",My nightmare started like this.,first_cut,9780786856862,Rick Riordan|Rick Riordan (Goodreads Author),Hyperion Books,,748643,279,"fantasy, paranormal|young-adult|fiction|children|romance|Fantasy|Young Adult|Mythology|Fiction|Middle Grade|Adventure|Childrens|Urban Fantasy|Greek Mythology|Magic","""I am Thalia,"" the girl said. ""Daughter of Zeus.""",epub,true,true,false,description,,none,false,,first person,false,,false,,time,false,other,past,,
BA2B197E774492610D4B57881300EAC8,first_cut,"The morning one of the lost twins returned to Mallard, Lou LeBon ran to the diner to break the news, and even now, many years later, everyone remembers the shock of sweaty Lou pushing through the glass doors, chest heaving, neckline darkened with his own effort.",51791252-the-vanishing-half,The Vanishing Half,"The morning one of the lost twins returned to Mallard, Lou LeBon ran to the diner to break the news, and even now, many years later, everyone remembers the shock of sweaty Lou pushing through the glass doors, chest heaving, neckline darkened with his own effort.",first_cut,,Brit Bennett,Riverhead Books,,131732,343,Fiction|Historical Fiction|Contemporary|Literary Fiction|Audiobook|Adult|Race|Adult Fiction|Historical|Novels,"They floated under the leafy canopy of trees, begging to forget.",epub,false,false,false,description,Lou LeBon,none,false,Mallard,third person,false,town,true,diner,time,false,other,past,morning,
BA95818C705FE28328ED115A355F155E,normal,"I was draped over the arm of one of the most beautiful men I’d ever seen, and he was staring into my eyes.",140079.definitely_dead,"Definitely Dead (Sookie Stackhouse, #6)","I was draped over the arm of one of the most beautiful men I’d ever seen, and he was staring into my eyes.",normal,9780441014910,Charlaine Harris,Ace Books,,198819,342,"fantasy, paranormal|fiction|romance|mystery, thriller, crime|young-adult|Fantasy|Paranormal|Vampires|Urban Fantasy|Fiction|Romance|Mystery|Paranormal Romance|Supernatural|Adult","Gosh, how bad could that be?",epub,true,false,false,description,,none,false,,first person,false,,false,,,false,I,past,,
BAAA94AFACAE6381EE965C1ADEB9333E,first_cut,'Have you split up now?',4271.about_a_boy,About a Boy,'Have you split up now?',first_cut,9780140285673,Nick Hornby,Penguin Books,,125733,307,fiction|young-adult|romance|children|Fiction|Contemporary|Humor|British Literature|Novels|Adult Fiction|Adult|Comedy|Literature|Coming Of Age,"Will knew then, beyond any shadow of a doubt, that Marcus would be OK.",epub,true,true,true,dialogue,,only dialogue,false,,second person,true,,false,,,false,you,present,,
BAB56EB36A96D4103F6F0E7FD4FA548A,first_cut,"The birth of Simon Arthur Henry Fitzranulph Basset, Earl Clyvedon, was met with great celebration.",110391.the_duke_and_i,"The Duke and I (Bridgertons, #1)","The birth of Simon Arthur Henry Fitzranulph Basset, Earl Clyvedon, was met with great celebration.",first_cut,9780380800827,Julia Quinn|Julia Quinn (Goodreads Author),,,188431,384,"romance|history, historical fiction, biography|fiction|Romance|Historical Romance|Historical|Historical Fiction|Regency|Fiction|Adult|Regency Romance|Chick Lit|Humor|Audiobook|Womens Fiction","Simon kissed him on the nose, and whispered, ""Don't you worry, my little man. I shall love you always. I'll teach you your letters and your numbers, and how to sit on a horse. And I shall protect you from all the awful people in this world, especially that Whistledown woman...",epub,false,false,false,description,Simon Arthur Henry Fitzranulph Basset | Earl Clyvedon,none,false,,third person,false,,false,,,false,other,past,,
BAC91F936048B1C63A4A3BC453596406,subjective,“Sir?” she repeats. “How soon do you want it to get there?”,1217100.thirteen_reasons_why,Thirteen Reasons Why,“Sir?” she repeats. “How soon do you want it to get there?”,subjective,9781595141712,Jay Asher,,,465848,288,"fiction|young-adult|romance|mystery, thriller, crime","""Skye.""",epub,true,false,false,dialogue,,only dialogue,false,,third person,true,,false,,,false,he/she,present,,
BAD0F86DC8EEB6518D080912626B593B,first_cut,"Logen plunged through the trees, bare feet slipping and sliding on the wet earth, the slush, the wet pine needles, breath rasping in his chest, blood thumping in his head.",944073.the_blade_itself,"The Blade Itself (The First Law, #1)","Logen plunged through the trees, bare feet slipping and sliding on the wet earth, the slush, the wet pine needles, breath rasping in his chest, blood thumping in his head.",first_cut,9780575079793,Joe Abercrombie,Gollancz,,164916,517,"fantasy, paranormal|fiction|Fantasy|Fiction|Epic Fantasy|High Fantasy|Dark Fantasy|Audiobook|Adventure|Science Fiction Fantasy|Adult|Magic",I can hardly wait to get started.,epub,false,false,false,action,Logen,none,false,,third person,false,forest,true,trees | wet earth | slush | wet pine needles,,false,he/she,past,,
BAFC0E1DC69EDB3D5125811202E5CD38,first_cut,Rayford Steele’s mind was on a woman he had never touched.,27523.left_behind,"Left Behind (Left Behind, #1)",Rayford Steele’s mind was on a woman he had never touched.,first_cut,9780842342704,"Tim LaHaye|Tim LaHaye, Jerry B. Jenkins",Tyndale House Publishers,,204035,342,"fiction|fantasy, paranormal|mystery, thriller, crime|young-adult|Fiction|Christian|Christian Fiction|Religion|Fantasy|Thriller|Christianity|Science Fiction|Apocalyptic|Spirituality",The task of the Tribulation Force was clear and their goal nothing less than to stand and fight the enemies of God during the seven most chaotic years the planet would ever see.,epub,true,false,false,description,Rayford Steele,none,false,,third person,false,,false,,,false,he/she,past,,
BB74117B8E5EC344B0C39819823A14C1,normal,Today they will find her body.,32263.the_surgeon,"The Surgeon (Rizzoli & Isles, #1)",Today they will find her body.,normal,9780553817065,Tess Gerritsen|Tess Gerritsen (Goodreads Author),Bantam Books,,132781,416,"mystery, thriller, crime|fiction|romance|Mystery|Thriller|Crime|Fiction|Suspense|Mystery Thriller|Drama|Detective|Adult|Adult Fiction","I walk out the back door, into the night.",epub,false,false,false,action,,none,false,,third person,false,,false,,,false,they,future,,Today
BB7BC869F402F67A49404905E0085B37,subjective,"Fucking vultures. They could wait you out for hours. Days. Nights, too. Staring right through you, picking which parts of you they will pull away first, which pieces will be the sweetest, the most tender, or just which part will be most convenient.",15745950-walking-disaster,"Walking Disaster (Beautiful, #2)","Fucking vultures. They could wait you out for hours. Days. Nights, too. Staring right through you, picking which parts of you they will pull away first, which pieces will be the sweetest, the most tender, or just which part will be most convenient.",subjective,9781476712987,Jamie McGuire|Jamie McGuire (Goodreads Author),Atria Books,,172528,448,romance|young-adult|fiction|Romance|New Adult|Contemporary|Young Adult|Contemporary Romance|College|Fiction|Chick Lit|Fighters|Love|Academic|Womens Fiction|Warfare,,epub,true,false,true,description,,none,true,,second person,false,,false,,,false,other,present,,
BB854552A00831404E4AFA4E9236662E,llama_cut,"It is an unusually warm night in July, but I'm shivering badly as I stand on the substantial gray stone terrace outside my apartment.",13137.1st_to_die,"1st to Die (Women's Murder Club, #1)","It is an unusually warm night in July, but I'm shivering badly as I stand on the substantial gray stone terrace outside my apartment.",llama_cut,9780446696616,James Patterson|James Patterson (Goodreads Author),Grand Central Publishing,,306146,462,"mystery, thriller, crime|fiction|romance|Mystery|Fiction|Crime|Thriller|Suspense|Mystery Thriller|Murder Mystery|Audiobook|Detective|Adult","""Burn in hell,"" I whispered.",epub,false,false,false,description,,none,false,,first person,false,outside,true,terrace | apartment,,false,I,present,night,July
BB88692948A1F5105C2570152DE78E4A,first_cut,"About thirty years ago Miss Maria Ward, of Huntingdon, with only seven thousand pounds, had the good luck to captivate Sir Thomas Bertram, of Mansfield Park, in the county of Northampton, and to be thereby raised to the rank of a baronet’s lady, with all the comforts and consequences of an handsome house and large income.",45032.mansfield_park,Mansfield Park,"About thirty years ago Miss Maria Ward, of Huntingdon, with only seven thousand pounds, had the good luck to captivate Sir Thomas Bertram, of Mansfield Park, in the county of Northampton, and to be thereby raised to the rank of a baronet’s lady, with all the comforts and consequences of an handsome house and large income.",first_cut,9780141439808,"Jane Austen|Jane Austen, Kathryn Sutherland (Editor)",Penguin,,284314,560,"fiction|romance|history, historical fiction, biography|Classics|Fiction|Romance|Historical Fiction|Literature|19th Century|Historical|British Literature|Classic Literature|Audiobook",,txt,false,false,false,description,Maria Ward | Sir Thomas Bertram,none,false,Huntingdon | Mansfield Park | Northampton,third person,false,county,true,Huntingdon | Mansfield Park | Northampton,,false,person,past,decades,thirty years ago
BBF4CABD73BA1FEFD2898684C85476D0,normal,"The cold snap of the previous week was over; the sun was shining brightly as Clary hurried across Luke’s dusty front yard, the hood of her jacket up to keep her hair from blowing across her face.",3777732-city-of-glass,"City of Glass (The Mortal Instruments, #3)","The cold snap of the previous week was over; the sun was shining brightly as Clary hurried across Luke’s dusty front yard, the hood of her jacket up to keep her hair from blowing across her face.",normal,9781416914303,Cassandra Clare|Cassandra Clare (Goodreads Author),,,795269,541,"fantasy, paranormal|young-adult|fiction|romance|Fantasy|Young Adult|Paranormal|Romance|Urban Fantasy|Vampires|Fiction|Angels|Supernatural|Magic","Tessa put a hand to the clockwork angel at her throat, taking comfort in its steady ticking as the carriage lurched forward into the rain.",epub,true,false,false,description,Clary | Luke,none,false,,third person,false,outdoor,true,Luke's dusty front yard,time,false,it,past,week,previous week
BC1A9B5E955E6C2CB7996AD9F3143C52,first_cut,I won Dribble at Jimmy Fargo’s birthday party.,37741.tales_of_a_fourth_grade_nothing,"Tales of a Fourth Grade Nothing (Fudge, #1)",I won Dribble at Jimmy Fargo’s birthday party.,first_cut,9780425193792,Judy Blume|Judy Blume (Goodreads Author),Berkley,,131583,144,children|fiction|young-adult|Childrens|Fiction|Young Adult|Middle Grade|Realistic Fiction|Humor|Classics|Chapter Books|Juvenile|School,I named him Turtle ... to remind me.,epub,true,true,false,action,Jimmy Fargo,none,false,Dribble,first person,false,,false,,,false,I,past,,
BC26F78BA83AAFBB45C1534E8E3292A4,first_cut,Far out in the uncharted backwaters of the unfashionable end of the western spiral arm of the Galaxy lies a small unregarded yellow sun.,6091075-so-long-and-thanks-for-all-the-fish,"So Long, and Thanks for All the Fish",Far out in the uncharted backwaters of the unfashionable end of the western spiral arm of the Galaxy lies a small unregarded yellow sun.,first_cut,9780330491235,Douglas Adams,Del Rey,1984,143443,225,Science Fiction|Fiction|Humor|Fantasy|Comedy|Science Fiction Fantasy|Classics|Audiobook|Novels|Adventure,Everybody concerned lived happily ever after.,epub,true,false,false,description,,none,false,Galaxy,third person,false,space,true,western spiral arm of the Galaxy,,false,it,present,,
BC30E8D3B895026635A7161C304FF3DC,subjective,A sex tape. A pregnancy scare. Two cheating scandals. And that’s just this week’s update.,32571395-one-of-us-is-lying,One of Us Is Lying,A sex tape. A pregnancy scare. Two cheating scandals. And that’s just this week’s update.,subjective,9781524714680,Karen M. McManus,Delacorte Press,,215992,360,Young Adult|Mystery|Contemporary|Fiction|Thriller|Mystery Thriller|Audiobook|Romance|Crime|LGBT,"and his eyes wide open, staring at nothing.",epub,true,false,false,description,,none,false,,unclear,false,,false,,,false,other,present,,this week
